Uninformative	Informative
0.90251	0.09749
0.99422	0.00578
0.29882	0.70118
0.63295	0.36705
0.06139	0.93861
0.16978	0.83022
0.58251	0.41749
0.0	1.0
0.85081	0.14919
0.88916	0.11084
0.99448	0.00552
0.87328	0.12672
0.0645	0.9355
0.79194	0.20806
0.52876	0.47124
0.00394	0.99606
0.62294	0.37706
0.96032	0.03968
0.82525	0.17475
0.99422	0.00578
0.1899	0.8101
0.22953	0.77047
0.00393	0.99607
0.99422	0.00578
0.00393	0.99607
0.87101	0.12899
0.1546	0.8454
0.95709	0.04291
0.96253	0.03747
0.91162	0.08838
0.99421	0.00579
0.18936	0.81064
0.22607	0.77393
0.00393	0.99607
0.78048	0.21952
0.26648	0.73352
0.15804	0.84196
0.0	1.0
0.00392	0.99608
0.7793	0.2207
0.87321	0.12679
0.26118	0.73882
0.43585	0.56415
0.79326	0.20674
0.06279	0.93721
0.0501	0.9499
0.0	1.0
0.27166	0.72834
0.0	1.0
0.71861	0.28139
0.00393	0.99607
0.0	1.0
0.08707	0.91293
0.35239	0.64761
0.68742	0.31258
0.1697	0.8303
0.99422	0.00578
0.95827	0.04173
0.31161	0.68839
0.96138	0.03862
0.08713	0.91287
0.21894	0.78106
0.0586	0.9414
0.18211	0.81789
0.0	1.0
0.99767	0.00233
0.86638	0.13362
0.99422	0.00578
0.51836	0.48164
0.00393	0.99607
0.1479	0.8521
0.9457	0.0543
0.99422	0.00578
0.7911	0.2089
0.9612	0.0388
0.14239	0.85761
0.75658	0.24342
0.90271	0.09729
0.94015	0.05985
0.95707	0.04293
0.91215	0.08785
0.71396	0.28604
0.05652	0.94348
0.85466	0.14534
0.5705	0.4295
0.14262	0.85738
0.83219	0.16781
0.1116	0.8884
0.00393	0.99607
0.057	0.943
0.86183	0.13817
0.30099	0.69901
0.90058	0.09942
0.25701	0.74299
0.99423	0.00577
0.69289	0.30711
0.80557	0.19443
0.72694	0.27306
0.759	0.241
0.99479	0.00521
0.99422	0.00578
0.96066	0.03934
0.99423	0.00577
0.99422	0.00578
0.79089	0.20911
0.46615	0.53385
0.04819	0.95181
0.10209	0.89791
0.8751	0.1249
0.00393	0.99607
0.11805	0.88195
0.47849	0.52151
0.34346	0.65654
0.24727	0.75273
0.99422	0.00578
0.46551	0.53449
0.73079	0.26921
0.54692	0.45308
0.86952	0.13048
0.95159	0.04841
0.00393	0.99607
1e-05	0.99999
0.99796	0.00204
0.6912	0.3088
0.0	1.0
0.14753	0.85247
0.23922	0.76078
0.48324	0.51676
0.48025	0.51975
0.74303	0.25697
0.99422	0.00578
0.45379	0.54621
0.96018	0.03982
0.23551	0.76449
0.16009	0.83991
0.00394	0.99606
0.99783	0.00217
0.92192	0.07808
0.86797	0.13203
0.96864	0.03136
0.8675	0.1325
0.27015	0.72985
0.0	1.0
0.00393	0.99607
0.96079	0.03921
0.99422	0.00578
0.94484	0.05516
0.00393	0.99607
0.94889	0.05111
0.09414	0.90586
0.76422	0.23578
0.91994	0.08006
0.39162	0.60838
0.06817	0.93183
0.8154	0.1846
0.87637	0.12363
0.08619	0.91381
0.33936	0.66064
0.85284	0.14716
0.83702	0.16298
0.00393	0.99607
0.5	0.5
0.9436	0.0564
0.14315	0.85685
0.00394	0.99606
0.16739	0.83261
0.00393	0.99607
0.07995	0.92005
0.99422	0.00578
0.48565	0.51435
0.94705	0.05295
0.27237	0.72763
0.28239	0.71761
0.7295	0.2705
0.95453	0.04547
0.0	1.0
0.96077	0.03923
0.62938	0.37062
0.39912	0.60088
0.91877	0.08123
0.93524	0.06476
0.41667	0.58333
0.27543	0.72457
0.00393	0.99607
0.95063	0.04937
0.17496	0.82504
0.20643	0.79357
0.99423	0.00577
0.21868	0.78132
0.50504	0.49496
0.00347	0.99653
0.8866	0.1134
0.79558	0.20442
0.06792	0.93208
0.99422	0.00578
0.82515	0.17485
0.99421	0.00579
0.99422	0.00578
0.19121	0.80879
0.90461	0.09539
0.04073	0.95927
0.99423	0.00577
0.86163	0.13837
0.74519	0.25481
0.94032	0.05968
0.99422	0.00578
0.72925	0.27075
0.00393	0.99607
0.86807	0.13193
0.99697	0.00303
0.92508	0.07492
0.38402	0.61598
0.00393	0.99607
0.90942	0.09058
0.1802	0.8198
0.64913	0.35087
0.72304	0.27696
0.99422	0.00578
0.96538	0.03462
0.91638	0.08362
0.0	1.0
0.05084	0.94916
0.00394	0.99606
0.62816	0.37184
0.99423	0.00577
0.49049	0.50951
0.72239	0.27761
0.44466	0.55534
0.99422	0.00578
0.94144	0.05856
0.05268	0.94732
0.07899	0.92101
0.81532	0.18468
0.75876	0.24124
0.89063	0.10937
0.12309	0.87691
0.99422	0.00578
0.77914	0.22086
0.8041	0.1959
0.38397	0.61603
0.05337	0.94663
0.84952	0.15048
0.00393	0.99607
0.39203	0.60797
0.0	1.0
0.94833	0.05167
1e-05	0.99999
0.93824	0.06176
0.20328	0.79672
0.82773	0.17227
0.26804	0.73196
0.99421	0.00579
0.56914	0.43086
0.94778	0.05222
1e-05	0.99999
0.00393	0.99607
0.88952	0.11048
0.94064	0.05936
0.0835	0.9165
0.22141	0.77859
0.99421	0.00579
0.70508	0.29492
0.07077	0.92923
0.48758	0.51242
0.23677	0.76323
0.872	0.128
0.94667	0.05333
0.99421	0.00579
0.77638	0.22362
0.99421	0.00579
0.51854	0.48146
0.00393	0.99607
0.8327	0.1673
0.49416	0.50584
0.92036	0.07964
0.19321	0.80679
0.96157	0.03843
0.95747	0.04253
0.93115	0.06885
0.68474	0.31526
0.08309	0.91691
0.88546	0.11454
0.08619	0.91381
0.03614	0.96386
0.89694	0.10306
0.79587	0.20413
0.99422	0.00578
0.6224	0.3776
0.99422	0.00578
0.22796	0.77204
0.8702	0.1298
0.0	1.0
0.00394	0.99606
0.87801	0.12199
0.37424	0.62576
0.99464	0.00536
0.48952	0.51048
0.22221	0.77779
0.96116	0.03884
0.0	1.0
0.85951	0.14049
0.99422	0.00578
0.7707	0.2293
0.00393	0.99607
0.18513	0.81487
0.54349	0.45651
0.00394	0.99606
0.93789	0.06211
0.41392	0.58608
0.0	1.0
0.36607	0.63393
0.69655	0.30345
0.24335	0.75665
0.81664	0.18336
0.39092	0.60908
0.07961	0.92039
0.99422	0.00578
0.40154	0.59846
0.99422	0.00578
0.9942	0.0058
0.99422	0.00578
0.99422	0.00578
0.9585	0.0415
0.64052	0.35948
0.78858	0.21142
0.99423	0.00577
0.99422	0.00578
0.79051	0.20949
0.00393	0.99607
0.00393	0.99607
0.0	1.0
0.88339	0.11661
0.92783	0.07217
0.04338	0.95662
0.08107	0.91893
0.00393	0.99607
0.77408	0.22592
0.85343	0.14657
0.05336	0.94664
0.99422	0.00578
0.69849	0.30151
0.0	1.0
0.88894	0.11106
0.0	1.0
0.79329	0.20671
0.59129	0.40871
0.95542	0.04458
0.4884	0.5116
0.99521	0.00479
0.52223	0.47777
0.0	1.0
0.51401	0.48599
0.03674	0.96326
0.28873	0.71127
0.63786	0.36214
0.94947	0.05053
0.26757	0.73243
0.91962	0.08038
0.00393	0.99607
0.5	0.5
0.99732	0.00268
0.99423	0.00577
0.89072	0.10928
0.0	1.0
0.96568	0.03432
0.84768	0.15232
0.99422	0.00578
0.59539	0.40461
0.00393	0.99607
0.96223	0.03777
0.99422	0.00578
0.81545	0.18455
0.42523	0.57477
0.89014	0.10986
0.9278	0.0722
0.00393	0.99607
0.92206	0.07794
0.33072	0.66928
0.00393	0.99607
0.59077	0.40923
0.63512	0.36488
0.00393	0.99607
0.58461	0.41539
0.75708	0.24292
0.04256	0.95744
0.99422	0.00578
0.5516	0.4484
0.99422	0.00578
0.14599	0.85401
0.34075	0.65925
0.70869	0.29131
0.93911	0.06089
0.99423	0.00577
0.0	1.0
0.07972	0.92028
0.90096	0.09904
0.06911	0.93089
0.99422	0.00578
0.83542	0.16458
0.5	0.5
0.00392	0.99608
0.09351	0.90649
0.954	0.046
0.9437	0.0563
0.57903	0.42097
0.59545	0.40455
0.93379	0.06621
0.30161	0.69839
0.56998	0.43002
0.82523	0.17477
0.40369	0.59631
0.7001	0.2999
0.89039	0.10961
0.60692	0.39308
0.89123	0.10877
0.56212	0.43788
0.69722	0.30278
0.93865	0.06135
0.59676	0.40324
0.62513	0.37487
0.6987	0.3013
0.99421	0.00579
0.87363	0.12637
0.90415	0.09585
0.99422	0.00578
0.99685	0.00315
0.23767	0.76233
0.06623	0.93377
0.99422	0.00578
0.14264	0.85736
0.91341	0.08659
0.92609	0.07391
0.1731	0.8269
0.96503	0.03497
0.0	1.0
0.99447	0.00553
0.93306	0.06694
0.12867	0.87133
0.21751	0.78249
0.9497	0.0503
0.00393	0.99607
0.41527	0.58473
0.44372	0.55628
0.26319	0.73681
0.99422	0.00578
0.0411	0.9589
0.55648	0.44352
0.0	1.0
0.79628	0.20372
0.9942	0.0058
0.93718	0.06282
0.86436	0.13564
0.84744	0.15256
0.80137	0.19863
0.7387	0.2613
0.41576	0.58424
0.96149	0.03851
0.66976	0.33024
0.17744	0.82256
0.23899	0.76101
0.96045	0.03955
0.27443	0.72557
0.0	1.0
0.83497	0.16503
0.71735	0.28265
0.42741	0.57259
0.6002	0.3998
0.92414	0.07586
0.2736	0.7264
0.36356	0.63644
0.00392	0.99608
0.0	1.0
0.99423	0.00577
0.7678	0.2322
0.47519	0.52481
0.5792	0.4208
0.40318	0.59682
0.91183	0.08817
0.96452	0.03548
0.90561	0.09439
0.78789	0.21211
0.9538	0.0462
0.07471	0.92529
0.90326	0.09674
0.00317	0.99683
0.0	1.0
0.59283	0.40717
0.24839	0.75161
0.0	1.0
0.09427	0.90573
0.13862	0.86138
0.84907	0.15093
0.91889	0.08111
0.69782	0.30218
0.83475	0.16525
0.45508	0.54492
1e-05	0.99999
0.53449	0.46551
0.87241	0.12759
0.09312	0.90688
0.45968	0.54032
0.55177	0.44823
0.94405	0.05595
0.94002	0.05998
0.56607	0.43393
0.99422	0.00578
0.43856	0.56144
0.93107	0.06893
0.36788	0.63212
0.39872	0.60128
0.00284	0.99716
0.12645	0.87355
0.56742	0.43258
0.77303	0.22697
0.5	0.5
0.28027	0.71973
0.04223	0.95777
0.42121	0.57879
0.26376	0.73624
0.83046	0.16954
0.99422	0.00578
0.99583	0.00417
0.90413	0.09587
0.99422	0.00578
0.23338	0.76662
0.95386	0.04614
0.457	0.543
0.00393	0.99607
0.44233	0.55767
0.99422	0.00578
0.54628	0.45372
0.93224	0.06776
0.9942	0.0058
0.99421	0.00579
0.99422	0.00578
0.99422	0.00578
0.99423	0.00577
0.00385	0.99615
0.86942	0.13058
0.18706	0.81294
0.89146	0.10854
0.00393	0.99607
0.54851	0.45149
0.84607	0.15393
0.31062	0.68938
0.91903	0.08097
0.1093	0.8907
0.99421	0.00579
0.00394	0.99606
0.99422	0.00578
0.10761	0.89239
0.56715	0.43285
0.95971	0.04029
0.99421	0.00579
0.40686	0.59314
0.66341	0.33659
0.99422	0.00578
0.58128	0.41872
0.9227	0.0773
0.08997	0.91003
0.44537	0.55463
0.99422	0.00578
0.82877	0.17123
0.99422	0.00578
0.85342	0.14658
0.00393	0.99607
0.20769	0.79231
0.82937	0.17063
0.99422	0.00578
0.89781	0.10219
0.00394	0.99606
0.00393	0.99607
0.5086	0.4914
0.99422	0.00578
0.74544	0.25456
0.94191	0.05809
0.86871	0.13129
0.87627	0.12373
0.99422	0.00578
0.96866	0.03134
0.0029	0.9971
0.30045	0.69955
0.95354	0.04646
0.99423	0.00577
0.00393	0.99607
0.99422	0.00578
0.19016	0.80984
0.89224	0.10776
0.00392	0.99608
0.90757	0.09243
0.9532	0.0468
0.22457	0.77543
0.45953	0.54047
0.44396	0.55604
0.65909	0.34091
0.99696	0.00304
0.37039	0.62961
0.94769	0.05231
0.18857	0.81143
0.94583	0.05417
0.00393	0.99607
0.73768	0.26232
0.05402	0.94598
0.87455	0.12545
0.10918	0.89082
0.32215	0.67785
0.35849	0.64151
0.16857	0.83143
0.99422	0.00578
0.99422	0.00578
0.99422	0.00578
0.99586	0.00414
0.64073	0.35927
0.0	1.0
0.0446	0.9554
0.14955	0.85045
0.83458	0.16542
0.06551	0.93449
0.84799	0.15201
0.6372	0.3628
0.85796	0.14204
0.7508	0.2492
0.00388	0.99612
0.0	1.0
0.00339	0.99661
0.7527	0.2473
0.00393	0.99607
0.94044	0.05956
0.99422	0.00578
0.69142	0.30858
0.99422	0.00578
0.00393	0.99607
0.64535	0.35465
0.00393	0.99607
0.94077	0.05923
0.90354	0.09646
0.11117	0.88883
0.22554	0.77446
0.94127	0.05873
0.76301	0.23699
0.92914	0.07086
0.33133	0.66867
0.31755	0.68245
0.84923	0.15077
0.00393	0.99607
0.2412	0.7588
0.89775	0.10225
0.22448	0.77552
0.7183	0.2817
0.62895	0.37105
0.90869	0.09131
0.94635	0.05365
0.12526	0.87474
0.12263	0.87737
0.9354	0.0646
0.07235	0.92765
0.34404	0.65596
0.10168	0.89832
0.91385	0.08615
0.61495	0.38505
0.38877	0.61123
0.00393	0.99607
0.88787	0.11213
0.90012	0.09988
0.94997	0.05003
0.96191	0.03809
0.03672	0.96328
0.003	0.997
0.86558	0.13442
0.00393	0.99607
0.99422	0.00578
0.99423	0.00577
0.75174	0.24826
0.99423	0.00577
0.89869	0.10131
0.4002	0.5998
0.99422	0.00578
0.00394	0.99606
0.93588	0.06412
0.82265	0.17735
0.0711	0.9289
1e-05	0.99999
0.9942	0.0058
0.00393	0.99607
0.91319	0.08681
0.15888	0.84112
0.87712	0.12288
0.00393	0.99607
0.99421	0.00579
0.91873	0.08127
0.09949	0.90051
0.44132	0.55868
0.35195	0.64805
0.44709	0.55291
0.69088	0.30912
0.07151	0.92849
0.00393	0.99607
0.63928	0.36072
0.889	0.111
0.81003	0.18997
0.99422	0.00578
0.91464	0.08536
0.00393	0.99607
0.80987	0.19013
0.00393	0.99607
0.00393	0.99607
0.96879	0.03121
0.99423	0.00577
0.59128	0.40872
0.07548	0.92452
0.96211	0.03789
0.96032	0.03968
0.94022	0.05978
0.8777	0.1223
0.8474	0.1526
0.78248	0.21752
0.0	1.0
0.96252	0.03748
0.00393	0.99607
0.99422	0.00578
0.99422	0.00578
0.99421	0.00579
0.65933	0.34067
0.99422	0.00578
0.43571	0.56429
0.99421	0.00579
0.34645	0.65355
0.89219	0.10781
0.00393	0.99607
0.27585	0.72415
0.336	0.664
0.2334	0.7666
0.86496	0.13504
0.87448	0.12552
0.08869	0.91131
0.53445	0.46555
0.94667	0.05333
0.0	1.0
0.11801	0.88199
0.5	0.5
0.1353	0.8647
0.63212	0.36788
0.66308	0.33692
0.6116	0.3884
0.00393	0.99607
0.89587	0.10413
0.89215	0.10785
0.42412	0.57588
0.34596	0.65404
0.95557	0.04443
0.87358	0.12642
0.0	1.0
0.70809	0.29191
0.45359	0.54641
0.00393	0.99607
0.16543	0.83457
0.18973	0.81027
0.57782	0.42218
0.95779	0.04221
0.2319	0.7681
0.11094	0.88906
0.39348	0.60652
0.43623	0.56377
0.06137	0.93863
0.08464	0.91536
0.19487	0.80513
0.58332	0.41668
0.78769	0.21231
0.71384	0.28616
0.0	1.0
0.92967	0.07033
0.69896	0.30104
0.6708	0.3292
0.8928	0.1072
0.1193	0.8807
0.07855	0.92145
0.67261	0.32739
0.00393	0.99607
0.99422	0.00578
0.00346	0.99654
0.99421	0.00579
0.80774	0.19226
0.27991	0.72009
0.90802	0.09198
0.09944	0.90056
0.19489	0.80511
0.36439	0.63561
0.11537	0.88463
0.73315	0.26685
0.74015	0.25985
0.06396	0.93604
0.88838	0.11162
0.61061	0.38939
0.38298	0.61702
0.5901	0.4099
0.00394	0.99606
0.88808	0.11192
0.07791	0.92209
0.00394	0.99606
0.33173	0.66827
0.00394	0.99606
0.0	1.0
0.89117	0.10883
0.96744	0.03256
0.00393	0.99607
0.90555	0.09445
0.96183	0.03817
0.81112	0.18888
0.08859	0.91141
0.09517	0.90483
0.90953	0.09047
0.04514	0.95486
0.64566	0.35434
0.1856	0.8144
0.99422	0.00578
0.56442	0.43558
0.86925	0.13075
0.10699	0.89301
0.9078	0.0922
0.34669	0.65331
0.85093	0.14907
0.0	1.0
0.93579	0.06421
0.91754	0.08246
0.81481	0.18519
0.75425	0.24575
0.55254	0.44746
0.80648	0.19352
0.48459	0.51541
0.99422	0.00578
0.87115	0.12885
0.0	1.0
0.51057	0.48943
0.23357	0.76643
0.99422	0.00578
0.99422	0.00578
0.21301	0.78699
0.27794	0.72206
0.62487	0.37513
0.99422	0.00578
0.81109	0.18891
0.00394	0.99606
0.6893	0.3107
0.41417	0.58583
0.91792	0.08208
0.94998	0.05002
0.99421	0.00579
0.92255	0.07745
0.68996	0.31004
0.32553	0.67447
1e-05	0.99999
0.12402	0.87598
0.83452	0.16548
0.99731	0.00269
0.99722	0.00278
0.89583	0.10417
0.00393	0.99607
0.92321	0.07679
0.38717	0.61283
0.782	0.218
0.99422	0.00578
0.9094	0.0906
0.24771	0.75229
0.99421	0.00579
0.86918	0.13082
0.94005	0.05995
0.92185	0.07815
0.11614	0.88386
0.00393	0.99607
0.92403	0.07597
0.84989	0.15011
0.99422	0.00578
0.28265	0.71735
0.99421	0.00579
0.49437	0.50563
0.95535	0.04465
0.00298	0.99702
0.99422	0.00578
0.90322	0.09678
0.16556	0.83444
0.19398	0.80602
0.31183	0.68817
0.99557	0.00443
0.1679	0.8321
0.68013	0.31987
0.94902	0.05098
0.43126	0.56874
0.41872	0.58128
0.54325	0.45675
0.13538	0.86462
0.08931	0.91069
0.35581	0.64419
0.99617	0.00383
0.9971	0.0029
0.84697	0.15303
0.00393	0.99607
0.9223	0.0777
0.74195	0.25805
0.22208	0.77792
0.43765	0.56235
0.00394	0.99606
0.10105	0.89895
0.99422	0.00578
0.65623	0.34377
0.72345	0.27655
0.95438	0.04562
0.00393	0.99607
0.96355	0.03645
0.47918	0.52082
0.92954	0.07046
0.00393	0.99607
0.2542	0.7458
0.18797	0.81203
0.95971	0.04029
0.99422	0.00578
0.90341	0.09659
1e-05	0.99999
0.54012	0.45988
0.0	1.0
0.93883	0.06117
0.1277	0.8723
0.82567	0.17433
0.42017	0.57983
0.36491	0.63509
0.99422	0.00578
0.45462	0.54538
0.09067	0.90933
0.60425	0.39575
0.99423	0.00577
0.68366	0.31634
1e-05	0.99999
0.99422	0.00578
0.04487	0.95513
0.90733	0.09267
0.54443	0.45557
0.64346	0.35654
0.79198	0.20802
0.77328	0.22672
0.96106	0.03894
0.59988	0.40012
0.38932	0.61068
0.06978	0.93022
0.99422	0.00578
0.59901	0.40099
0.89879	0.10121
0.85835	0.14165
0.95395	0.04605
0.43634	0.56366
0.75477	0.24523
0.23215	0.76785
0.04145	0.95855
0.44767	0.55233
0.40944	0.59056
0.94522	0.05478
0.88803	0.11197
0.12485	0.87515
0.00393	0.99607
0.69588	0.30412
0.58099	0.41901
0.80137	0.19863
0.99422	0.00578
0.99422	0.00578
0.92212	0.07788
0.96527	0.03473
0.16664	0.83336
0.35387	0.64613
0.52002	0.47998
0.75984	0.24016
0.00326	0.99674
0.15737	0.84263
0.16924	0.83076
0.87845	0.12155
0.03619	0.96381
0.99422	0.00578
0.80313	0.19687
0.99421	0.00579
0.08794	0.91206
0.7166	0.2834
0.87614	0.12386
0.67894	0.32106
0.77395	0.22605
0.86654	0.13346
0.99554	0.00446
0.83668	0.16332
0.99422	0.00578
0.15005	0.84995
0.35422	0.64578
0.92615	0.07385
0.00393	0.99607
0.8771	0.1229
0.95595	0.04405
0.00393	0.99607
0.0	1.0
0.78684	0.21316
0.99423	0.00577
0.99422	0.00578
0.00394	0.99606
0.72646	0.27354
0.77244	0.22756
0.18413	0.81587
0.99423	0.00577
0.75626	0.24374
0.11764	0.88236
0.93949	0.06051
0.04702	0.95298
0.93633	0.06367
0.08257	0.91743
0.6369	0.3631
0.00394	0.99606
0.94671	0.05329
0.94742	0.05258
0.55082	0.44918
0.9201	0.0799
0.60288	0.39712
0.46529	0.53471
0.99889	0.00111
0.92819	0.07181
0.99421	0.00579
0.79295	0.20705
0.0	1.0
0.23237	0.76763
0.96486	0.03514
0.69385	0.30615
0.00393	0.99607
0.65572	0.34428
0.94	0.06
0.19605	0.80395
0.99421	0.00579
0.17079	0.82921
0.00393	0.99607
0.00394	0.99606
0.63532	0.36468
0.00393	0.99607
0.17297	0.82703
0.89339	0.10661
0.79983	0.20017
0.15872	0.84128
0.99421	0.00579
0.12104	0.87896
2e-05	0.99998
0.61085	0.38915
0.00393	0.99607
0.94113	0.05887
0.8975	0.1025
0.6342	0.3658
0.50992	0.49008
0.60168	0.39832
0.26248	0.73752
0.77711	0.22289
0.76614	0.23386
0.17127	0.82873
0.96242	0.03758
0.80258	0.19742
0.0	1.0
0.60528	0.39472
0.623	0.377
0.82513	0.17487
0.96146	0.03854
0.99421	0.00579
0.91028	0.08972
0.99422	0.00578
0.5494	0.4506
0.76821	0.23179
0.84957	0.15043
0.91178	0.08822
0.39817	0.60183
0.0	1.0
0.55223	0.44777
0.27777	0.72223
0.88116	0.11884
0.861	0.139
0.89146	0.10854
0.99423	0.00577
0.27241	0.72759
0.00393	0.99607
0.99422	0.00578
0.00394	0.99606
0.83116	0.16884
0.16464	0.83536
0.95783	0.04217
0.58557	0.41443
0.00394	0.99606
0.87067	0.12933
0.99483	0.00517
2e-05	0.99998
0.00393	0.99607
0.39491	0.60509
0.14293	0.85707
0.78272	0.21728
0.90056	0.09944
0.09936	0.90064
0.61413	0.38587
0.91405	0.08595
0.81239	0.18761
0.88099	0.11901
0.0	1.0
0.99422	0.00578
0.46995	0.53005
0.52451	0.47549
0.80123	0.19877
0.99685	0.00315
0.92663	0.07337
0.99421	0.00579
0.64806	0.35194
0.67993	0.32007
0.00393	0.99607
0.91318	0.08682
0.57556	0.42444
0.81154	0.18846
0.07301	0.92699
0.99422	0.00578
0.30669	0.69331
0.00393	0.99607
0.86239	0.13761
0.88354	0.11646
0.40252	0.59748
0.84803	0.15197
0.12818	0.87182
0.43861	0.56139
0.74195	0.25805
0.99421	0.00579
0.94192	0.05808
0.71484	0.28516
0.03172	0.96828
0.93223	0.06777
0.99422	0.00578
0.05797	0.94203
0.99422	0.00578
0.1052	0.8948
0.9355	0.0645
0.77828	0.22172
0.94921	0.05079
0.99422	0.00578
0.93098	0.06902
0.04264	0.95736
0.99778	0.00222
0.94866	0.05134
0.05953	0.94047
0.63093	0.36907
0.0	1.0
0.62559	0.37441
0.80099	0.19901
0.19118	0.80882
0.8556	0.1444
0.56587	0.43413
0.83025	0.16975
0.88769	0.11231
0.99423	0.00577
0.93752	0.06248
0.00393	0.99607
0.71231	0.28769
0.53168	0.46832
0.05187	0.94813
0.0	1.0
0.79304	0.20696
0.00394	0.99606
0.00393	0.99607
0.95148	0.04852
0.99422	0.00578
0.99422	0.00578
0.4836	0.5164
0.93299	0.06701
0.99564	0.00436
0.0	1.0
0.0	1.0
0.40798	0.59202
0.99423	0.00577
0.72322	0.27678
0.99422	0.00578
0.92191	0.07809
0.21453	0.78547
0.5	0.5
0.25798	0.74202
0.27497	0.72503
0.00394	0.99606
0.00393	0.99607
0.12757	0.87243
0.17389	0.82611
0.47936	0.52064
0.09986	0.90014
0.64243	0.35757
0.99422	0.00578
0.99421	0.00579
0.87095	0.12905
0.68463	0.31537
0.8472	0.1528
0.74379	0.25621
0.41772	0.58228
0.13063	0.86937
0.17936	0.82064
0.85635	0.14365
0.58896	0.41104
0.93644	0.06356
0.81483	0.18517
0.99423	0.00577
0.85544	0.14456
0.94589	0.05411
0.09094	0.90906
0.5289	0.4711
0.33989	0.66011
0.99422	0.00578
0.45822	0.54178
0.99585	0.00415
0.00393	0.99607
0.00283	0.99717
0.88187	0.11813
0.94153	0.05847
0.91866	0.08134
0.11256	0.88744
0.99422	0.00578
0.00393	0.99607
0.0	1.0
0.23291	0.76709
0.96248	0.03752
0.99423	0.00577
0.96426	0.03574
0.99423	0.00577
0.25431	0.74569
0.99422	0.00578
0.13041	0.86959
0.80327	0.19673
0.94045	0.05955
0.76233	0.23767
0.20554	0.79446
0.09657	0.90343
0.055	0.945
0.23862	0.76138
0.00393	0.99607
0.5703	0.4297
0.00393	0.99607
0.89532	0.10468
0.00393	0.99607
0.92882	0.07118
0.00393	0.99607
0.54752	0.45248
0.0	1.0
0.30701	0.69299
0.92244	0.07756
0.09203	0.90797
0.95532	0.04468
0.82052	0.17948
0.99422	0.00578
0.20233	0.79767
0.11483	0.88517
0.69101	0.30899
0.91217	0.08783
0.00325	0.99675
0.04804	0.95196
0.04931	0.95069
0.8942	0.1058
0.33393	0.66607
0.58216	0.41784
0.00393	0.99607
0.73314	0.26686
0.99422	0.00578
0.93726	0.06274
0.35447	0.64553
0.7877	0.2123
0.0	1.0
0.33886	0.66114
0.99422	0.00578
0.76434	0.23566
0.5	0.5
0.80037	0.19963
0.39197	0.60803
0.00258	0.99742
0.50692	0.49308
0.96548	0.03452
0.99422	0.00578
0.9942	0.0058
0.70455	0.29545
0.93646	0.06354
0.87119	0.12881
0.4761	0.5239
0.16844	0.83156
0.65584	0.34416
0.94824	0.05176
0.80425	0.19575
0.00256	0.99744
0.30465	0.69535
0.00337	0.99663
0.82286	0.17714
0.04632	0.95368
0.27979	0.72021
0.99422	0.00578
0.99934	0.00066
0.99494	0.00506
0.94335	0.05665
0.21169	0.78831
0.16021	0.83979
0.56158	0.43842
0.65334	0.34666
0.84337	0.15663
0.00393	0.99607
0.47967	0.52033
0.94516	0.05484
0.99422	0.00578
0.22169	0.77831
0.79437	0.20563
