Uninformative	Informative
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.07964	0.92036
0.0	1.0
0.03531	0.96469
1.0	0.0
1.0	0.0
1.0	0.0
0.78478	0.21522
0.0	1.0
0.0	1.0
0.01096	0.98904
0.0	1.0
0.79252	0.20748
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.04229	0.95771
0.0	1.0
1.0	0.0
0.0521	0.9479
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.39127	0.60873
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.1376	0.8624
0.96197	0.03803
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.04541	0.95459
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.50661	0.49339
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.12698	0.87302
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.94899	0.05101
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.86509	0.13491
0.0	1.0
1.0	0.0
1.0	0.0
0.03345	0.96655
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.36981	0.63019
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.71467	0.28533
1.0	0.0
1.0	0.0
0.324	0.676
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.22306	0.77694
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.84723	0.15277
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.28776	0.71224
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.01178	0.98822
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.38835	0.61165
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.67677	0.32323
0.0	1.0
0.01927	0.98073
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.89879	0.10121
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.09227	0.90773
0.0	1.0
1.0	0.0
0.12777	0.87223
0.2216	0.7784
0.93187	0.06813
0.0	1.0
1.0	0.0
0.0	1.0
0.97274	0.02726
1.0	0.0
0.23309	0.76691
0.0	1.0
1.0	0.0
1.0	0.0
0.09012	0.90988
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.84487	0.15513
0.0	1.0
1.0	0.0
0.0	1.0
0.10471	0.89529
0.0	1.0
0.98515	0.01485
1.0	0.0
1.0	0.0
0.0	1.0
0.9275	0.0725
1.0	0.0
0.01102	0.98898
0.02709	0.97291
0.11257	0.88743
0.45834	0.54166
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.13631	0.86369
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.92079	0.07921
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.9039	0.0961
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.98162	0.01838
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.31173	0.68827
0.38826	0.61174
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.95004	0.04996
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.01258	0.98742
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.61712	0.38288
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.24302	0.75698
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.82648	0.17352
0.01564	0.98436
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.14566	0.85434
0.0	1.0
0.84508	0.15492
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.76997	0.23003
1.0	0.0
0.02275	0.97725
0.0	1.0
1.0	0.0
1.0	0.0
0.27197	0.72803
0.0	1.0
0.0	1.0
0.80802	0.19198
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.41303	0.58697
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.97002	0.02998
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.37952	0.62048
0.0	1.0
0.0	1.0
0.91423	0.08577
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.98	0.02
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.91438	0.08562
1.0	0.0
0.0	1.0
1.0	0.0
0.05063	0.94937
0.16151	0.83849
0.0	1.0
0.15246	0.84754
0.0	1.0
0.20632	0.79368
1.0	0.0
0.57374	0.42626
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.01333	0.98667
0.95196	0.04804
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.98981	0.01019
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.02541	0.97459
0.0	1.0
0.0	1.0
0.98678	0.01322
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.43934	0.56066
0.73692	0.26308
0.01773	0.98227
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.92454	0.07546
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.12403	0.87597
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.06806	0.93194
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.05449	0.94551
1.0	0.0
0.26767	0.73233
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.85915	0.14085
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.09667	0.90333
1.0	0.0
0.0	1.0
1.0	0.0
0.7171	0.2829
0.0	1.0
0.0	1.0
0.06478	0.93522
1.0	0.0
0.0	1.0
0.05076	0.94924
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.98813	0.01187
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.75731	0.24269
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.83167	0.16833
1.0	0.0
1.0	0.0
0.0	1.0
0.46846	0.53154
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.83107	0.16893
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.62821	0.37179
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.99999	1e-05
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.058	0.942
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.13637	0.86363
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.02626	0.97374
1.0	0.0
0.0	1.0
0.01876	0.98124
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.06285	0.93715
0.0	1.0
0.09182	0.90818
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.12882	0.87118
0.53046	0.46954
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.12933	0.87067
1.0	0.0
1.0	0.0
1.0	0.0
0.65618	0.34382
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.70476	0.29524
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.89294	0.10706
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.84065	0.15935
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.06497	0.93503
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.83733	0.16267
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.84386	0.15614
1.0	0.0
0.0	1.0
0.0	1.0
0.25968	0.74032
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.10107	0.89893
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.91323	0.08677
1.0	0.0
1.0	0.0
1.0	0.0
0.61476	0.38524
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.34633	0.65367
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.38335	0.61665
1.0	0.0
0.01421	0.98579
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.95316	0.04684
0.14758	0.85242
0.60603	0.39397
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.06103	0.93897
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.71933	0.28067
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.981	0.019
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.80947	0.19053
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.91593	0.08407
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.82767	0.17233
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.01153	0.98847
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.957	0.043
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.03118	0.96882
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.54225	0.45775
1.0	0.0
0.93022	0.06978
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.01292	0.98708
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.01084	0.98916
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.07235	0.92765
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.09094	0.90906
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.03057	0.96943
0.01058	0.98942
0.22778	0.77222
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.12699	0.87301
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
0.93641	0.06359
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
0.84858	0.15142
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
0.84454	0.15546
1.0	0.0
0.0	1.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
0.86247	0.13753
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
0.69746	0.30254
0.06224	0.93776
1.0	0.0
0.0	1.0
0.0	1.0
0.0	1.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	1.0
0.0	1.0
